claim,case_name,overruling_case,label,class
"A patent for a device made of multiple parts does cover the individual parts, even if they aren't patented separately, preventing the manufacture and sale of replacement parts for those components.","[""Aro Manufacturing Company, Inc. v. Convertible Top Replacement Company, Inc.""]",,0,Refuted
Judicial approval is unnecessary for law enforcement to investigate properties bearing entry restriction notices.,"[""Oliver v. United States""]",,1,Supported
"Railroads may challenge state tax valuation methods in federal court, even if those methods result in discriminatory taxation.","[""CSX Transportation, Inc. v. Georgia State Board of Equalization""]",,0,Refuted
Courts must check whether a government agency was acting in a government role or a business role when deciding if it can be sued.,"[""Thacker v. Tennessee Valley Authority""]",,1,Supported
"If a court rules the prosecution failed to prove the case because of a legal mistake, the defendant can be tried again for the same offense, as the legal error means the initial acquittal does not constitute a bar to further prosecution under the Double Jeopardy Clause.","[""Evans v. Michigan""]",,0,Refuted
Fully specifying union affiliation details in workplace pacts is unnecessary.,"[""Marquez v. Screen Actors Guild, Inc.""]",,1,Supported
Persons awaiting judicial resolution must demonstrate that detention personnel purposefully applied physical means to support allegations of unreasonable constraint levels.,"[""Kingsley v. Hendrickson""]",,1,Supported
"A company policy of paying discharged employees for accrued, unused vacation time is considered an employee welfare benefit plan under ERISA.","[""Massachusetts v. Morash""]",,0,Refuted
Public authorities are required to offer specific justifications for rejecting statutory exemption requests; unsupported refusals carry no legal effect.,"[""Clay v. United States""]",,0,Refuted
"Corporate entities are not obligated to grant more time away than the congressionally established duration, even if they neglected to inform staff that the absence reduced their statutory benefits.","[""Ragsdale v. Wolverine World Wide, Inc.""]",,1,Supported
Buildings at a significant remove from a dwelling and delimited by barriers typically do not benefit from constitutional privacy safeguards against unreasonable government searches.,"[""United States v. Dunn""]",,0,Refuted
"A private party seeking to reclaim taxpayer funds from fraud is required to directly understand the precise deception alleged, not general corporate operational facts.","[""Rockwell International Corp. v. United States""]",,1,Supported
Government entities must establish deceptive assertions about fund usage before pursuing legal action against charitable solicitors for high contribution retention; mere retention of donor gifts is insufficient.,"[""Illinois ex rel. Madigan v. Telemarketing Associates, Inc.""]",,1,Supported
School officials are permitted to remove books from school libraries solely based on disagreement with the ideas expressed within them.,"[""Board of Education, Island Trees Union Free School District No. 26 v. Pico by Pico""]",,0,Refuted
"When a binding agreement between jurisdictions concerning river catchment management lacks provisions for a particular matter, each jurisdiction's applicable legal framework remains enforceable despite altering pre-allocated resource entitlements.","[""Tarrant Regional Water District v. Herrmann""]",,0,Refuted
"If a law's method for solving a problem doesn't actually work, it violates constitutional protections.","[""United States Department of Agriculture v. Moreno""]",,1,Supported
"The law imposes responsibility on hiring organizations when adverse work-related outcomes are driven by animus toward protected traits, if that animus was critical to the situation and directly led to the result, irrespective of who performed the final action.","[""Staub v. Proctor Hospital""]",,0,Refuted
"If the legislative branch reestablishes exclusive rights for creative expressions that have no current restrictions, the nation's foundational document does not prohibit this action.","[""Golan v. Holder""]",,0,Refuted
A state statute barring spiritual leaders from elected government roles violates provisions protecting unrestricted religious practice and the duty for states to uphold universal liberties.,"[""McDaniel v. Paty""]",,0,Refuted
"When the Senate holds pro forma sessions, it is considered to be in session, not in recess, so the President cannot make recess appointments during those sessions.","[""National Labor Relations Board v. Noel Canning""]",,1,Supported
Flagrant failure to comply with mandatory consumer financial procedures may trigger punitive sanctions under federal law regardless of awareness of specific violations.,"[""Safeco Insurance Co. of America v. Burr""]",,0,Refuted
An agency's interpretation of its own powers is valid unless the law clearly says the agency cannot do it.,"[""City of Arlington v. FCC""]",,1,Supported
Constitutional law prohibits subjecting incarcerated persons to extended periods of segregation in environments not meeting health standards and with prisoner numbers exceeding safe occupancy thresholds.,"[""Hutto v. Finney""]",,1,Supported
The law prohibits the application of biological classification in the selection of trial participants.,"[""J.E.B. v. Alabama ex rel T.B.""]",,1,Supported
Federal statute prohibits purging any person from the electoral database solely for failing to cast a ballot.,"[""Husted v. A. Philip Randolph Institute""]",,1,Supported
Private firms collaborating with U.S. sovereign entities are subject to state fiscal obligations regardless of partnership status.,"[""United States v. Boyd""]",,0,Refuted
"The federal statute enacted in 1964 to prevent workplace bias forbids decisions influenced by a person's racial origin, even when correcting historical inequities.","[""United Steelworkers of America, AFL-CIO-CLC v. Weber""]",,0,Refuted
"Local jurisdictions cannot block the dissemination of content originating from other jurisdictions, irrespective of whether it promotes goods they regulate.","[""Capital Cities Cable, Inc. v. Crisp""]",,0,Refuted
"Government entities are not obligated to independently develop plans to remedy constitutional violations, but are instead permitted to respond to judicial orders regarding constitutional requirements.","[""Brown v. Board of Education of Topeka (2)""]",,0,Refuted
Modifying land revenue calculations fails to remedy statutes that confiscate assets and offer no payment to owners.,"[""Babbitt v. Youpee""]",,1,Supported
Public safety officials may mandate that demonstrators depart from publicly maintained facilities in the interest of security and operational continuity without infringing constitutional protections for expressive activities.,"[""Adderley v. Florida""]",,1,Supported
Groups with historical tribal status in the U.S. typically cannot initiate claims against state governments or their representatives in federal judicial proceedings due to a constitutional mandate shielding states from litigation.,"[""Idaho v. Coeur d'Alene Tribe of Idaho""]",,0,Refuted
"Under the Federal Employer Liability Act, an injured worker must prove that psychological harm from workplace conditions resulted in bodily trauma to prevail.","[""Consolidated Rail Corporation v. Gottshall""]",,1,Supported
"To be considered a non-statutory insider, a person must have a close relationship with the company, not just a general connection.","[""U.S. Bank National Association v. Village at Lakeridge, LLC""]",,1,Supported
"When a government grants permission for a business, it does not automatically mean that business has exclusive rights unless the original document explicitly says so.","[""Proprietors of Charles River Bridge v. Proprietors of Warren Bridge""]",,1,Supported
Prison officials violate the Eighth Amendment when they intentionally cause harm to an inmate.,"[""Wilson v. Seiter""]",,1,Supported
"A state may not deny a business expense deduction based on income unrelated to the state's jurisdiction, even if the denial is presented as an allocation of expenses.","[""Hunt-Wesson, Inc. v. Franchise Tax Board of California""]",,0,Refuted
"When a party supplies equipment that permits replication of materials governed by statutory exclusivity, legal responsibility for the resulting improper usage attaches to the supplier.","[""Sony Corporation of America v. Universal City Studios, Inc.""]",,0,Refuted
The grant of exclusive rights mandates innovative advancement beyond simple detection of physical circumstances existing independently of human activity.,"[""Laboratory Corp. of America Holdings v. Metabolite Laboratories, Inc.""]",,1,Supported
An individual's qualification for federal income assistance remains unaffected by the feasibility of workplace modifications necessary to retain employment.,"[""Cleveland v. Policy Management Systems Corporation""]",,0,Refuted
A government agency's statement about how it interprets a law cannot be challenged in court until it is applied in an actual case.,"[""National Park Hospitality Assn. v. Dept. of the Interior""]","Abbott Laboratories v. Gardner; Bond v. United States; Department of Homeland Security v. Regents of the University of California; Kucana v. Holder; Long Island Care at Home, Ltd. v. Coke; National Socialist Party of America v. Village of Skokie; Susan B. Anthony List v. Driehaus",2,Overruled
Congress's finding that a method is clinically irrelevant eliminates statutory requirements for welfare accommodations.,"[""Gonzales v. Carhart""]",,0,Refuted
"During the judicial step to determine whether a collective action may proceed, defendants cannot introduce factual materials showing that untruthful assertions did not influence the valuation of assets traded publicly. The decision point lies within trial proceedings.","[""Amgen Inc. v. Connecticut Retirement Plans and Trust Funds""]",,1,Supported
"Ensuring equal participation requires establishments to alter regular procedures for those with legally recognized medical conditions, provided the changes do not significantly affect the inherent purpose of the services provided.","[""PGA TOUR, Inc. v. Martin""]",,0,Refuted
"Judges may take into account widely accepted information when assessing whether merging known parts produces predictable results, rather than restricting considerations to narrowly tailored directions for the precise technical challenge.","[""KSR International Co. v. Teleflex Inc.""]",,1,Supported
Federal statutes do not treat motions addressing judicial inaccuracies as repeated challenges to conviction outcomes.,"[""Banister v. Davis""]",,1,Supported
First Amendment protections prevent state officials from imposing sanctions for speaking about the country's symbol.,"[""Street v. New York""]",,1,Supported
"When armed services health professionals inflict unauthorized physical harm during treatment, federal law eliminates government shielding, allowing lawsuits to advance.","[""Levin v. United States""]",,0,Refuted
Documents conveying real property interests to individuals are not subject to legal challenge by the issuing body if corruption occurred at the time of transfer.,"[""Fletcher v. Peck""]",,1,Supported
Subnational authorities may face civil accountability for fraudulent payment demands made to federal programs.,"[""Cook County v. United States ex rel. Chandler""]",,0,Refuted
Imprisonment beyond statutory limits may not offset the duration of court-ordered post-custody oversight.,"[""United States v. Johnson""]",,0,Refuted
"The U.S. Constitution does not require states to use a specific method, such as a special election within a fixed timeframe, to fill legislative vacancies.","[""Rodriguez v. Popular Democratic Party""]",,0,Refuted
"Higher courts must decide for themselves if police had that reason, instead of just agreeing with the lower court.","[""Ornelas v. United States""]",,1,Supported
"When legal proceedings end without examining core subjects, courts may authorize payment for legal representation to the party named in the action.","[""CRST Van Expedited v. EEOC""]",,1,Supported
National security reasons alone are not enough to justify laws that take away constitutional rights; there must be a specific danger linked to the restriction.,"[""United States v. Robel""]",,1,Supported
Federal entities lack the authority to establish new individual lawsuit pathways via general legislative provisions without explicit congressional approval.,"[""Global Crossing Telecommunications, Inc. v. Metrophones Telecommunications, Inc.""]",,0,Refuted
Statutorily enforced age-based separation policies in public sector roles contravene constitutional principles by curtailing professional development and blocking upward mobility for experienced staff.,"[""Vance v. Bradley""]",,0,Refuted
Awareness that an examination may yield contraband is irrelevant to the voluntariness of authorization for such examination.,"[""Florida v. Bostick""]",,1,Supported
The state procedure for selecting judicial office candidates via electoral organization adherents does not violate constitutional safeguards of association rights.,"[""New York State Board of Elections v. Lopez Torres""]",,1,Supported
A regulation that completely eliminates the economic value of private property requires the government to provide compensation to the landowner.,"[""Lucas v. South Carolina Coast Council""]",,0,Refuted
State laws addressing unlawful entry into structures with intent to commit crimes may exceed federal standards and still count as prior convictions for firearm possession sentencing enhancements.,"[""United States v. Stitt""]",,0,Refuted
Police asking questions unrelated to the traffic stop does make the encounter voluntary; people in the car are free to leave if they choose.,"[""Arizona v. Johnson""]",,0,Refuted
Brief state incursion onto personal real estate may require financial restitution under constitutional mandates.,"[""Arkansas Game & Fish Commission v. United States of America"", ""Brown v. Legal Foundation of Washington"", ""Stop the Beach Renourishment Inc. v. Florida Department of Environmental Protection""]",,0,Refuted
"Applying different legal standards to tribal citizens does not necessarily violate constitutional protections, even when the differentiation stems from ancestral ties.","[""United States v. Antelope""]",,0,Refuted
"If a state's fiscal requirement for out-of-state transactions is greater than local fee benchmarks, it lacks balanced offsetting and may distort multi-regional market operations.","[""Associated Industries of Missouri v. Lohman""]",,0,Refuted
Detention centers are not bound by law to allow visual documentation access as part of public information delivery.,"[""Houchins v. KQED Inc.""]",,1,Supported
"Persons running for court system roles have a constitutional right to articulate opinions on matters of law and public policy, and such communication cannot be restricted.","[""Republican Party of Minnesota v. White""]",,0,Refuted
Time limits imposed by state authorities on disputing child biological father status do not conflict with constitutional requirements for equitable treatment.,"[""Michael H. v. Gerald D.""]",,1,Supported
States may require voters to register with a party to participate in its primary election.,"[""Clingman v. Beaver""]",,1,Supported
"When educational institutions' enrollees receive money from the U.S. government, the institution must conform to rules against disparate treatment in the specific process administering those resources.","[""Grove City College v. Bell""]",,1,Supported
Individuals have the right to spend freely on independent advocacy for or against candidates free from statutory restrictions.,"[""Buckley v. Valeo""]",,1,Supported
Government authority nonaction on a filed bias claim does not strip it of legal validity.,"[""Federal Express Corporation v. Holowecki""]",,0,Refuted
Corporate entities' inaccurate representations concerning their operational conduct are constitutionally safeguarded as economic communications.,"[""Nike, Inc. v. Kasky""]",,0,Refuted
Compensation paid following job termination is legally treated as remuneration subject to Social Security and Medicare contributions under federal statute.,"[""United States v. Quality Stores""]",,1,Supported
Individuals who own a company and participate in qualified savings regimes fall under federal law's coverage scope.,"[""Raymond B. Yates, M. D., P. C. Profit Sharing Plan v. Hendon""]",,0,Refuted
State prosecution is barred when national statutes address the same behavior in areas under government control.,"[""Lewis v. United States""]",,0,Refuted
"State statutes penalizing fire deployment toward plus-shaped symbols without mental state verification may infringe on constitutionally safeguarded communication, particularly when used for political messaging.","[""Virginia v. Black""]",,1,Supported
The federal legislative branch lacks authority to prohibit the ownership of persons as property in areas under United States control.,"[""Dred Scott v. Sandford""]",,1,Supported
An individual may sue executive branch officials for monetary compensation when the individual's constitutional safeguards against unreasonable searches and seizures are violated.,"[""Bivens v. Six Unknown Named Agents of Federal Bureau of Narcotics""]",,1,Supported
Skin color discrimination in capital punishment applications contradicts the nation's supreme law.,"[""Furman v. Georgia""]",,1,Supported
Federal lawmakers establish the parameters for litigation against governing bodies of other nations within the United States legal system.,"[""Verlinden B. V. v. Central Bank of Nigeria""]",,0,Refuted
Regaining the right to own weapons following a prior judicial determination requires action from the same tribunal that rendered the original verdict.,"[""Beecham v. United States""]",,1,Supported
Police must have a warrant to search a vehicle unless there is an immediate danger to officer safety or a risk that evidence related to the arrest could be destroyed.,"[""Arizona v. Gant""]",Adams v. Williams,2,Overruled
"Statistical associations between measurable quantities in physical systems are eligible for government-enforced exclusivity, irrespective of human involvement in their emergence.","[""Laboratory Corp. of America Holdings v. Metabolite Laboratories, Inc.""]",,0,Refuted
Not funding a medical procedure does not prevent people from getting it if they can pay for it themselves.,"[""Maher v. Roe""]",,1,Supported
"When subnational governments enact laws adding unnecessary roadblocks to commercial trucking across jurisdictions, these measures violate the nation's top legal standard.","[""Bibb v. Navajo Freight Lines Inc.""]",,1,Supported
"Even if a sovereign compact guarantees logistical liberty on shared road networks, governments retain the power to levy financial duties on merchandise in possession during movement for profit.","[""Washington State Department of Licensing v. Cougar Den, Inc.""]",,0,Refuted
Federal financial assistance for offspring of deceased workers depends on intestacy codes of the relevant jurisdiction.,"[""Astrue v. Capato""]",,1,Supported
National government-appointed oversight bodies regulate information exchange in mandated geographical sectors that integrate seamlessly with larger infrastructure.,"[""AT&T Corporation v. Iowa Utilities Board""]",,0,Refuted
"When negotiations between employers and employees fail to progress, statutory workplace rules exclusively address conflicts, and regulations designed to prevent monopolistic practices have no bearing on conditions established without mutual consent.","[""Brown v. Pro Football Inc.""]",,0,Refuted
"Physical harm claims against a producer do not extend to alterations made by the first owner after the transaction, as these modifications are structurally distinct from the manufactured item.","[""Saratoga Fishing Company v. J. M. Martinac & Company""]",,0,Refuted
Child welfare proceedings that differentiate treatment for men without marriage to the child's mother but with biological parentage must have a legally sound foundation.,"[""Stanley v. Illinois""]",,1,Supported
"When a disputant declines to challenge required process steps in alternative dispute resolution, this conduct is deemed to grant the appointee's ability to resolve those matters.","[""BG Group PLC v. Argentina"", ""Executive Benefits Insurance Agency v. Arkison"", ""Wellness International Network v. Sharif""]",,0,Refuted
Evidence obtained during an immigration detention can be used in a criminal trial.,"[""Abel v. United States""]",,0,Refuted
"Courts will not consider disputes about frameworks unless a single activity, enacted through the directive, has produced substantive detriment.","[""United States Forest Service v. Pacific Rivers Council""]",Susan B. Anthony List v. Driehaus,2,Overruled
Statutes imposing fixed periods of custody must define activation triggers; judicial advisory constructs require no such precision.,"[""Beckles v. United States""]",,1,Supported
False light claims may have different legal requirements than defamation cases.,"[""Cantrell v. Forest City Publishing Company""]",,1,Supported
Federal detainees who present repeat petitions for post-conviction relief commonly miss statutory deadlines because the highest tribunal infrequently establishes new constitutional protections effective for prior incidents within twelve months.,"[""Dodd v. United States""]",,1,Supported
"Permitted under constitutional principles, exhibits that convey belief-system traditions are allowed when the underlying reason is to trace the event's developmental arc, not for the purpose of theological advocacy.","[""Lynch v. Donnelly""]",,1,Supported
"When determining or revising a criminal penalty, judicial bodies may incorporate evidence of behavioral changes following the initial sanction ruling to inform the sanction's final configuration.","[""Pepper v. United States""]",,0,Refuted
Paying into Social Security doesn't mean you have a right to keep the benefits forever; the government can adjust them.,"[""Flemming v. Nestor""]",,1,Supported
The government can choose not to fund certain services for poor people because being poor doesn't give special legal protection.,"[""Harris v. McRae""]",,1,Supported
States may bar exculpatory proof from sentencing proceedings.,"[""Oregon v. Guzek""]",,1,Supported
A change in the stated justification for a government policy creates new legal questions and may require further review.,"[""Toll v. Moreno""]",,0,Refuted
"Immigration authorities' removal orders against individuals with serious criminal backgrounds are exempt from federal appellate review, but federal trial tribunals retain authority to evaluate such matters via legal filings contesting wrongful imprisonment.","[""Calcano-Martinez v. INS""]",,0,Refuted
"States may prohibit individuals from being listed on multiple electoral organizations' ballots, even if this reduces their ability to endorse the chosen nominee.","[""Timmons v. Twin Cities Area New Party""]",,0,Refuted
Foreign nationals cannot be held past three months unless expulsion is plausibly achievable.,"[""Clark v. Martinez"", ""Zadvydas v. Davis""]",,0,Refuted
Jurisdictions may legally compel counsel appointment when an accused person's profound psychological disorder obstructs organized participation in trial processes.,"[""Indiana v. Edwards""]",,1,Supported
Situational variables determine whether mandatory verification precedes aid termination.,"[""Mathews v. Eldridge""]",,1,Supported
Laws requiring insurers to include healthcare providers who meet the plan's terms are considered regulations of insurance.,"[""Kentucky Association of Health Plans, Inc. v. Miller""]",,1,Supported
Capital punishment must be vacated when a jury member's prejudice related to skin color had a substantial effect on its imposition.,"[""Tharpe v. Sellers""]",,1,Supported
Access to instructional services without financial obligation may be withheld from students whose primary reason for residency is participation in the local academic system.,"[""Martinez v. Bynum""]",,0,Refuted
"Under the nation's primary constitutional framework, death sentences may be carried out against people experiencing cognitive disabilities.","[""Atkins v. Virginia"", ""Penry v. Lynaugh""]",,0,Refuted
"Claims for monetary damages are generally subject to a right to a jury trial, even when brought by a trustee in a bankruptcy proceeding.","[""Granfinanciera, S. A. v. Nordberg""]",,0,Refuted
"When courts identify statutes exhibiting bias due to sex distinctions, legislative intervention is the sole path to correction; judicial powers cannot craft new statutory provisions.","[""Sessions v. Morales-Santana""]",,1,Supported
Verifiable factual claims fall outside constitutional free speech protections.,"[""Milkovich v. Lorain Journal Company""]",,1,Supported
Government entities responsible for non-citizen removal decisions face no legal duty to weigh the seriousness of past offenses against the likelihood of state-inflicted harm due to ideological differences when determining eligibility for protection from removal.,"[""Immigration & Naturalization Service v. Aguirre-Aguirre""]",,0,Refuted
Requiring video content distributors to retransmit region-specific stations does not conflict with constitutional free speech protections regardless of market rivalry effects.,"[""Turner Broadcasting System, Inc. v. Federal Communications Commission""]",,0,Refuted
"During deliberations for potential capital punishment, adherence to procedural guidance in decision-making contexts impedes discovery of evidence softening blame attribution, even when guidelines maintain legal validity.","[""Weeks v. Angelone""]",,0,Refuted
"The federal law governing employee retirement and health benefits mandates that employers consider assessments from the treating healthcare professional of a person seeking benefits due to health-related work disability, but does not require giving these assessments greater weight during eligibility decisions or justify selections between opposing clinical findings.","[""Black & Decker Disability Plan v. Nord""]",,0,Refuted
Laws about public event permits do not require a specific deadline for court challenges to denials.,"[""Thomas v. Chicago Park District""]",,1,Supported
"State governments may impose fiscal exactions on business entities that enter formal agreements with national administration, even if they exclusively supply merchandise and services to such authorities.","[""United States v. Boyd""]",,0,Refuted
The enactment of legal standards by regional governments is permitted when such measures do not conflict with national legislation's intended consequences.,"[""Florida Lime & Avocado Growers, Inc. v. Paul""]",Murphy v. National Collegiate Athletic Association,2,Overruled
American courts uphold agreements resolving competition disputes through binding third-party processes in cross-border contexts.,"[""Mitsubishi Motors Corporation v. Soler Chrysler-Plymouth, Inc.""]",,0,Refuted
Governing jurisdictions that ceded oversight of Indigenous domains upon admission to the U.S. cannot levy fiscal claims on residents' earnings within those territories.,"[""McClanahan v. Arizona State Tax Commission""]",,0,Refuted
"States are legally obligated to remain in a multi-state compact for a specified period after joining, and withdrawal requires unanimous consent from all other member states.","[""United States Steel Corporation v. Multistate Tax Commission""]",,0,Refuted
Judicial approval of adaptation typically occurs when subsequent products fail to erode the original's revenue opportunities.,"[""Google LLC v. Oracle America Inc.""]",,1,Supported
"If factual details indicate a different individual's potential responsibility for the illegal act, they must be included in court proceedings even when the evidence lacks a direct tie to the charged individual's lack of guilt.","[""Holmes v. South Carolina""]",,0,Refuted
"Even when detention has a legal justification, alleging that the action was taken in punitive reaction to constitutionally safeguarded expression does not automatically fail.","[""Lozman v. City of Riviera Beach, Florida"", ""Nieves v. Bartlett"", ""Reichle v. Howards""]",,0,Refuted
The 30-day removal period starts only after a defendant is served with both a summons and the complaint.,"[""Murphy Brothers, Inc. v. Michetti Pipe Stringing, Inc.""]",,1,Supported
Statutory changes prohibit judicial examination of accusations that non-citizens' removal stems from discriminatory application of legal standards.,"[""Reno v. American-Arab Anti-Discrimination Committee""]",,0,Refuted
A plaintiff must submit a charge under 42 U.S.C. § 2000e within three hundred days of each instance a policy causes disproportionate harm to protected classes.,"[""Lewis v. Chicago""]",,0,Refuted
"Legally detaining a suspect may be accomplished using anonymous input, even if such input fails to establish guilt in court.","[""Draper v. United States""]",,1,Supported
"Government officials are required to ensure racial representation in appointments to maintain fairness and equal protection under the law, regardless of whether intentional discrimination is proven.","[""Carter v. Jury Commission of Greene County""]",,0,Refuted
Appellate courts may review changes to electoral geography mandated by judicial authority ahead of final judgment without delay.,"[""Abbott v. Perez""]",,1,Supported
Determining a minor's habitual residence under the international treaty governing wrongful cross-border displacement requires no custodial consent for the minor's usual dwelling location.,"[""Monasky v. Taglieri""]",,1,Supported
"When environmental adaptability is absent, legal authorities evaluate caregiver intentions for residential placement.","[""Monasky v. Taglieri""]",,1,Supported
Judicial oversight applies to governmental actions preserving conservation zones for endangered species despite fiscal considerations.,"[""Weyerhaeuser Company v. United States Fish and Wildlife Service""]",,0,Refuted
Transferring ownership to buyer negates seller's authority over post-sale resale sites.,"[""United States v. Arnold, Schwinn & Company""]",,1,Supported
"When a federal habeas petition is dismissed without deciding the merits of the claims, any subsequent petition filed after exhausting state remedies is considered a second or successive petition, and claims not raised in the first petition are subject to dismissal as an abuse of the writ.","[""Slack v. McDaniel""]",,0,Refuted
Profit-seeking need not be present for criminal group designation under federal anti-organized crime statutes.,"[""National Organization for Women, Inc. v. Scheidler""]",,1,Supported
"The Plant Patent Act of 1930 and the Plant Variety Protection Act were explicitly intended by Congress to be the sole means of obtaining federal statutory protection for plant life, thereby invalidating any attempts to secure utility patents for plants under 35 USC section 101.","[""J. E. M. Ag Supply, Inc. v. Pioneer Hi-Bred International, Inc.""]",,0,Refuted
Public authorities cannot withhold commercial symbol registration when the conveyed message is derogatory.,"[""Matal v. Tam""]",,0,Refuted
"If a law regarding sentence credits is unclear, a reasonable interpretation by the responsible agency is legally permissible even if it results in longer sentences than another possible interpretation.","[""Barber v. Thomas""]",,0,Refuted
"Legal mandates necessitate oversight for contaminants shifting underground from a distinct release location to marine or freshwater environments where the transfer process mirrors a pure, unmediated application to recipient ecosystems.","[""County of Maui, Hawaii v. Hawaii Wildlife Fund""]",,1,Supported
Public servants in critical national security and public safety roles face diminished constitutional safeguards against invasive toxicological screenings.,"[""National Treasury Employees Union v. Von Raab""]",,1,Supported
Government restrictions on the use of historic properties always constitute an unconstitutional taking requiring compensation to the property owner.,"[""Penn Central Transportation Company v. New York City""]",,0,Refuted
Courts do not decide whether a law is constitutional if the person suing does not have standing to bring the case.,"[""DaimlerChrysler Corp. v. Cuno""]",National Association for the Advancement of Colored People v. Alabama ex rel. Flowers,2,Overruled
Statutory liability may apply to non-governmental entities conspiring to obstruct constitutionally secured equality due to skin tone.,"[""Griffin v. Breckenridge""]",,1,Supported
Government entities have no duty to assess ecological safeguards for imperiled wildlife when making statutorily mandated determinations.,"[""National Association of Home Builders v. Defenders of Wildlife""]",,1,Supported
"A prior felony adjudication does not exempt a person from federal prohibitions against possessing any device capable of launching projectiles, irrespective of state grants for specific limited access.","[""Caron v. United States""]",,0,Refuted
"In the absence of a formal accord between nations, the American judicial system must apply directives issued by non-U.S. sovereigns despite their contradictions with global legal principles.","[""Banco Nacional de Cuba v. Sabbatino""]",,1,Supported
"Federal land managers can enforce rules only on government terrain, having no authority over river networks lacking U.S. ownership even if ships can travel on them.","[""Sturgeon v. Frost""]",,0,Refuted
Uniform regulation of financial institutions is required irrespective of chartered location unless all affected governmental entities consent in advance via binding agreement.,"[""Northeast Bancorp, Inc. v. Board of Governors of the Federal Reserve System""]",,0,Refuted
"The twelve-month period for federal prisoners to contest their convictions is triggered by the Supreme Court's first announcement of a novel constitutional safeguard, irrespective of its application to prior cases.","[""Dodd v. United States""]",,0,Refuted
Statutory obligations necessitate that educational development surpasses minimal levels and relates to the student's particular circumstances.,"[""Endrew F. v. Douglas County School District""]",,1,Supported
Retaliatory measures targeting individuals who highlight gender inequities in federally supported programs violate statutory mandates for equal treatment.,"[""Jackson v. Birmingham Board of Education""]",,0,Refuted
"Public arts funding criteria that reference phrases such as 'community standards of propriety' are inherently ambiguous, leading to biased decisions on creative content. Such standards contravene constitutional protections for expressive rights, as their interpretation varies widely and allows government bodies to withhold support from creators whose work presents minority views.","[""National Endowment for the Arts v. Finley""]",,0,Refuted
Bankruptcy courts do not need to use a higher standard of proof like clear and convincing evidence for fraud claims.,"[""Grogan v. Garner""]",,1,Supported
Government authorities require prior judicial authorization to examine any container holding personal effects,"[""Arkansas v. Sanders""]",,1,Supported
"State personnel correctly denied financial aid to a dismissed employee for refusing shifts based on spiritual adherence post-hire, meeting the definition of workplace misconduct.","[""Hobbie v. Unemployment Appeals Comm'n of Florida""]",,0,Refuted
Persons confined in for-profit-operated facilities face legal barriers against suing personnel for conditions violating constitutional decency standards in Article III courts.,"[""Minneci v. Pollard""]",,1,Supported
Government officials cannot block recognition of business symbols when content contradicts ethical norms or standards of decorum; such denial contravenes constitutional safeguards.,"[""Iancu v. Brunetti""]",,0,Refuted
Law enforcement agencies may extend the timeframe from arrest to judicial processing to secure a statement of personal accountability.,"[""Mallory v. United States""]",,0,Refuted
People have no privacy rights in where they go on public roads.,"[""United States v. Knotts""]",,1,Supported
Withholding financial support from campus periodicals due to faith-based expression is impermissible for state higher education institutions when secular alternatives receive comparable aid.,"[""Rosenberger v. Rector and Visitors of the University of Virginia""]",,0,Refuted
"Federal prosecutors must confirm a forcible seizure's impact on national trade networks, irrespective of whether the offense involved illicit substances or derived monetary gains.","[""Taylor v. United States""]",,0,Refuted
"States retain the authority to impose perpetual incarceration on recidivists even when their crimes involve negligible financial damage and no physical aggression, as constitutional protections against barbaric sanctions permit such sentences.","[""Rummel v. Estelle""]",,0,Refuted
Government delays exceeding reasonable limits breach constitutional entitlements without proof of injury.,"[""Doggett v. United States"", ""United States v. Ewell""]",,0,Refuted
Court-issued prohibitions on contact do not establish an entitlement safeguarded under the nation's supreme law requiring state officials to intervene.,"[""Castle Rock v. Gonzales""]",,0,Refuted
Parties who consent to deferring a determination regarding a disagreement are precluded from later challenging the method used to conclude it.,"[""Texas v. New Mexico""]",,1,Supported
"When the court imposes a short-duration stop on conduct and rescinds the order, no claim for legal service reimbursement can be made.","[""Sole v. Wyner""]",,0,Refuted
A reviewing court must accept the state's unambiguous abandonment of assertions about expired filing deadlines.,"[""Wood v. Milyard""]",,0,Refuted
Restrictions on campaign materials near polling places are unconstitutional infringements on First Amendment rights.,"[""Burson v. Freeman""]",,0,Refuted
Compliance with statutory obligations is required irrespective of creedal tenets.,"[""Reynolds v. United States""]",,0,Refuted
Developers may emulate the interaction pathways of competing systems to produce similar operational interfaces.,"[""Lotus Development Corporation v. Borland International, Inc.""]",,1,Supported
"Federal statute bars prejudice against individuals who left their jobs, even for conduct occurring after separation.","[""Robinson v. Shell Oil Company""]",,0,Refuted
Commercial launch announcements for a product with high biological similarity to an existing licensed medication become effective prior to government-permitted validation.,"[""Sandoz Inc. v. Amgen Inc.""]",,0,Refuted
"Where an undertaking lacks the capacity to fund vital complementary functions, such evidence suffices to challenge general welfare claims, irrespective of additional benefits or nonexistent alternatives.","[""American Trucking Associations, Inc. v. United States""]",,0,Refuted
Resisting arrest does not automatically count as a violent felony under the Armed Career Criminal Act; it depends on the specific details of the offense.,"[""Sykes v. United States""]",,1,Supported
An agreement to secure key ship maintenance materials through outside vendors falls outside federal oversight for ocean trade disputes.,"[""Exxon Corporation v. Central Gulf Lines, Inc.""]",,0,Refuted
