claim,case_name,overruling_case,label,class
The government must not demonstrate hostility towards religious beliefs when applying laws of general applicability.,"[""Masterpiece Cakeshop, Ltd. v. Colorado Civil Rights Commission""]",,0,Refuted
Federal courts cannot consider new evidence in a case unless it clearly proves the state court's facts were wrong.,"[""Bradshaw v. Richey""]",House v. Bell,2,Overruled
"The scope of a government project includes land that is reasonably expected to be used based on early planning, even if the exact parcels weren't listed in initial documents.","[""United States v. Reynolds""]",,1,Supported
"All rights in the Bill of Rights apply to state governments, regardless of whether the Supreme Court has determined them to be fundamental.","[""Palko v. Connecticut""]",,0,Refuted
Laws that ban all speech in public spaces violate the Constitution because they include protected activities.,"[""Board of Airport Commissioners of the City of Los Angeles v. Jews for Jesus, Inc.""]",,1,Supported
Government meetings can start with prayer without violating the First Amendment because this practice has been allowed for a long time.,"[""Town of Greece v. Galloway""]",,1,Supported
Federal courts lack the power to review decisions that a law specifically designates as being within an agency's discretion.,"[""Kucana v. Holder""]",,0,Refuted
"To establish a RICO claim based on fraud, a plaintiff must demonstrate that they reasonably relied on the defendant's misrepresentations.","[""Bank of China v. NBM L.L.C.""]",,0,Refuted
"Laws prohibiting advocacy of government overthrow can punish individuals for expressing beliefs about the need for change, even without proof of intent or plans to commit illegal acts.","[""Brandenburg v. Ohio"", ""Yates v. United States""]",,0,Refuted
A claim of innocence does not allow a court to accept a late motion to overturn a guilty verdict.,"[""Carlisle v. United States""]",,1,Supported
Lying about the reason for a government decision does not violate federal fraud laws unless the lie was meant to obtain money or property.,"[""Kelly v. United States""]",,1,Supported
Urine drug tests are considered a minor privacy issue if the collection is private and results are only shared with school officials.,"[""Vernonia School District 47J v. Acton""]",,1,Supported
Employers cannot base partnership decisions on factors that result in discrimination based on sex.,"[""Hishon v. King & Spalding""]",,0,Refuted
"If knowing the informant's identity helps the defendant's case, the government must reveal it.","[""Roviaro v. United States""]",,1,Supported
"Public employees are protected by the First Amendment when making statements about their workplace, even if those statements are false.","[""Pickering v. Board of Education""]",,0,Refuted
"Congress cannot eliminate the right to a jury trial for cases involving the determination of legal rights, even when the government is a party.","[""Granfinanciera, S. A. v. Nordberg""]",,0,Refuted
Courts do not have to follow an agency's interpretation of a law if it contradicts the law's plain meaning or long-standing industry practices.,"[""Christopher v. SmithKline""]",,1,Supported
Government agencies can create rules that support a law's goals when the law's wording is not clear.,"[""King v. Burwell""]",A. L. A. Schechter Poultry Corporation v. United States,2,Overruled
Government claims seeking repayment of illegally obtained funds are subject to a statute of limitations and are not exempt simply because they are termed 'disgorgement'.,"[""Kokesh v. SEC""]",,0,Refuted
Courts can restrict access to documents when they must be shared to protect privacy.,"[""Kerr v. United States Dist. Court for Northern Dist. of Cal.""]",,1,Supported
Mandatory minimum sentences require a jury finding on any facts that increase the punishment.,"[""Alleyne v. United States"", ""United States v. Haymond""]",,0,Refuted
Prosecutors cannot stop a convicted person from using a civil rights lawsuit to get DNA evidence tested.,"[""Skinner v. Switzer""]",,1,Supported
Agencies must consider all relevant factors when making decisions; ignoring them makes the decision illegal.,"[""Bowman Transportation, Inc. v. Arkansas-Best Freight System, Inc.""]",,1,Supported
Supervised release stops when a person is in jail for a new crime unless the jail time is less than 30 days.,"[""Mont v. United States""]",,1,Supported
"If a challenge to an execution method is filed too close to the scheduled date, courts may reject it as too late.","[""Gomez v. United States District Court for the Northern District of California""]",,1,Supported
The government can require passports for international travel but cannot make getting one depend on giving up constitutional rights like freedom of association.,"[""Kent v. Dulles""]",,1,Supported
Federal law must be applied the same way in every state.,"[""Martin v. Hunter's Lessee""]",,1,Supported
Prosecutors cannot be sued for decisions made during a trial about what information to share with the defense regarding witnesses.,"[""Van de Kamp v. Goldstein""]",,1,Supported
"The Voting Rights Act applies to all elections, including those for judicial positions.","[""Chisom v. Roemer""]",,0,Refuted
"Public figures can successfully sue for libel based on fabricated quotations, even if those quotations do not materially alter the overall truth of the statements.","[""Masson v. New Yorker Magazine, Inc.""]",,0,Refuted
Courts must use state law to resolve disagreements about tax refund ownership between related companies.,"[""Rodriguez v. Federal Deposit Insurance Corp.""]",,1,Supported
Polygraph results are considered a reliable and accurate method for determining the truthfulness of testimony and can replace a jury's assessment of credibility.,"[""United States v. Scheffer""]",,0,Refuted
Requiring a person to provide a handwriting sample does not violate the right against self-incrimination.,"[""Gilbert v. California""]",,0,Refuted
A law that automatically assumes intent to intimidate based solely on the act of cross burning does not satisfy constitutional requirements.,"[""Virginia v. Black""]",,0,Refuted
Courts must clearly explain why they are issuing an emergency injunction so higher courts can properly review the decision.,"[""Purcell v. Gonzalez""]",,1,Supported
The NCAA's asserted interest in preserving amateurism does not automatically exempt its rules restricting athlete compensation from antitrust scrutiny.,"[""National Collegiate Athletic Association v. Alston""]",,0,Refuted
Federal courts must resolve state law questions before deciding federal constitutional claims when state law could affect the outcome.,"[""Harris County Commissioners Court v. Moore""]",,1,Supported
A release of liability for an injury does not bar a later lawsuit for the same injury if the full extent of the injury is unknown at the time of the release.,"[""Thompson v. Coastal Oil Co.""]",,0,Refuted
Courts may consider the racial composition of a household when determining child custody arrangements.,"[""Palmore v. Sidoti""]",,0,Refuted
Federal bribery laws should be interpreted to require a direct exercise of governmental power for an action to be considered an 'official act'.,"[""McDonnell v. United States""]",,0,Refuted
A suggestive identification procedure conducted without legal counsel violates a defendant's right to due process.,"[""Stovall v. Denno""]",,0,Refuted
A person who is mentally able to stand trial isn't automatically allowed to represent themselves in court.,"[""Indiana v. Edwards""]",,1,Supported
Congress does not create tax exemptions through unclear or unintentional references; exemptions must be explicitly stated in the law.,"[""Chickasaw Nation v. United States""]",,1,Supported
Federal anti-racketeering laws and state insurance laws can work together to address fraud in health insurance.,"[""Humana Inc. v. Forsyth""]",,1,Supported
Vehicle gas tank searches at the border do not follow the same suspicion rules as searches of people.,"[""United States v. Flores-Montano""]",,1,Supported
A judge's past role in an organization doesn't require them to step down if they had left that role before the case began.,"[""Sao Paulo State of Federative Republic of Brazil v. American Tobacco Company, Inc.""]",,1,Supported
The Constitution protects parents' right to decide how their children are educated.,"[""Pierce v. Society of Sisters""]",,1,Supported
Punitive damages cannot be based on harm inflicted on individuals who are not parties to the lawsuit.,"[""Philip Morris USA v. Williams""]",,0,Refuted
"A business that only starts foreclosure without going to court is not considered a debt collector under the FDCPA, except for one rule about foreclosure actions.","[""Obduskey v. McCarthy & Holthus LLP""]",,1,Supported
"Limitations on individuals nominated for a position from serving in an acting capacity apply to all nominees, regardless of how they assumed the acting role.","[""National Labor Relations Board v. SW General, Inc.""]",,0,Refuted
"To admit a statement from someone in a conspiracy, the government must prove it is more likely than not that the conspiracy existed and the defendant was part of it.","[""Bourjaily v. United States""]",,1,Supported
Employers can require the use of compensatory time to reduce the amount of time that would otherwise require cash payment.,"[""Christensen v. Harris County""]",,1,Supported
School officials are not entirely restricted by the Fourth Amendment's requirements regarding unreasonable searches and seizures when searching students.,"[""New Jersey v. T.L.O.""]",,0,Refuted
"Government-sponsored school events involving prayer are considered public speech and represent endorsement of religion, even if the prayer is initiated and led by students.","[""Santa Fe Independent School District v. Doe""]",,0,Refuted
"Anti-discrimination laws prohibiting discrimination against 'any person' can extend protections to individuals not specifically named in the law, even if the law's primary focus appears to be on a different group.","[""North Haven Bd. of Educ. v. Bell""]",,0,Refuted
"A conversation secretly recorded with court authorization is admissible as evidence, even if it involves a private communication.","[""Osborn v. United States""]",,0,Refuted
States may regulate nuclear power based on economic considerations without conflicting with federal law.,"[""Pacific Gas & Electric Company v. State Energy Resources Conservation and Development Commission""]",,0,Refuted
"States may restrict employment in positions critical to government functions, such as law enforcement, to citizens.","[""Foley v. Connelie""]",,0,Refuted
The evaluation must check both understanding of the trial and ability to help the lawyer.,"[""Dusky v. United States""]",,1,Supported
"Inmates retain constitutional rights, including the right to religious exercise, and correctional facilities are legally required to accommodate religious practices unless doing so poses a compelling security risk that cannot be addressed through less restrictive means.","[""Holt v. Hobbs"", ""O'lone v. Estate Of Shabazz""]",,0,Refuted
The government must have a strong reason to proceed with the trial to justify forcing medication.,"[""Sell v. United States""]",,1,Supported
The Constitution does not guarantee a defendant the right to remove jurors without giving a reason.,"[""Rivera v. Illinois""]",Gray v. Mississippi,2,Overruled
A difference between state and federal rules for hearsay does not automatically mean a state rule breaks the Constitution.,"[""Dutton v. Evans""]",,1,Supported
Courts must tell all parties if they plan to change a decision after the Supreme Court has refused to hear the case.,"[""Bell v. Thompson""]",,1,Supported
Federal law protects employees of contractors and subcontractors who report fraud related to public companies.,"[""Lawson and Zang v. FMR, LLC""]",,1,Supported
States must allow inquiry into whether potential jurors in capital cases would automatically impose the death penalty.,"[""Morgan v. Illinois""]",,0,Refuted
Employers cannot fire someone for their gender identity.,"[""R.G. & G.R. Harris Funeral Homes Inc. v. Equal Employment Opportunity Commission""]",,1,Supported
Pumping polluted water from one body of water to another requires a Clean Water Act permit if the two bodies are separate.,"[""South Florida Water Management District v. Miccosukee Tribe of Indians""]",,1,Supported
Individual acts of employment discrimination are not actionable under Title VII if they occurred outside the statutory filing period.,"[""National Railroad Passenger Corporation v. Morgan""]",,0,Refuted
"Racial considerations in drawing electoral district boundaries are subject to constitutional scrutiny, and highly irregular district shapes created primarily due to racial considerations may violate equal protection principles.","[""Miller v. Johnson""]",,0,Refuted
"A possession conviction only counts as a 'controlled substance offense' if the person intended to manufacture, import, export, distribute, or dispense the drug.","[""Salinas v. United States""]",,1,Supported
Agreements that set minimum prices for goods or services are automatically illegal under antitrust law.,"[""Hartford Fire Insurance Company v. California"", ""Leegin Creative Leather Products, Inc. v. PSKS, Inc.""]",,0,Refuted
Liability for patent infringement based on sales abroad requires the manufacturer to supply a substantial portion of the components of the invention from within the country.,"[""Life Technologies Corp. v. Promega Corp.""]",,0,Refuted
The Anti-Injunction Act does not bar challenges to regulations even if violating those regulations may result in tax penalties.,"[""CIC Services, LLC v. Internal Revenue Service"", ""National Federation of Independent Business v. Sebelius""]",,0,Refuted
"A dispute under the Railway Labor Act is considered major if it involves the interpretation or application of a collective bargaining agreement, even if that interpretation involves unwritten terms, and even if no change to the agreement is proposed.","[""Consolidated Rail Corporation v. Railway Labor Executives' Association""]",,0,Refuted
Appeals courts require compliance with all procedural rules for asserting jurisdiction.,"[""Gotthilf v. Sills""]",,0,Refuted
Laws that punish individuals based solely on their group affiliation are constitutional.,"[""United States v. Brown""]",,0,Refuted
Segregating students by race in public schools is against the law because it harms children's education and self-esteem.,"[""Bolling v. Sharpe"", ""Brown v. Board of Education of Topeka (1)""]",,1,Supported
Federal agencies lack the authority to directly regulate retail electricity markets or incentivize retail customer behavior through compensation programs.,"[""Federal Energy Regulatory Commission v. Electric Power Supply Association, et al.""]",,0,Refuted
Penalties for misstating asset values apply even when the transaction causing the misstatement was intended to reduce taxes and lacks economic substance.,"[""United States v. Woods""]",,0,Refuted
A state regulatory board composed of market participants who are appointed by other market participants is subject to federal antitrust laws unless actively supervised by the state.,"[""North Carolina Board of Dental Examiners v. Federal Trade Commission""]",,0,Refuted
Simply knowing nonpublic information does not create a duty to disclose it.,"[""Chiarella v. United States""]",,1,Supported
Federal law can prevent vaccine manufacturers from being sued in state court for injuries allegedly caused by vaccines.,"[""Bruesewitz v. Wyeth Inc.""]",,0,Refuted
Government actions that follow state laws are not considered arbitrary under due process protections.,"[""City of Cuyahoga Falls v. Buckeye Community Hope""]",,1,Supported
"If a business is not allowed by law to refuse service based on race, then customers who stay to protest the refusal cannot be charged with trespassing.","[""Bell v. Maryland""]",,1,Supported
The U.S. government cannot be sued for decisions about how to conduct safety inspections when those decisions involve balancing safety needs with budget and staff limitations.,"[""United States v. S.A. Empressa de Viacao Aerea Rio Grandense (Varig Airlines)""]",,1,Supported
Federal welfare programs do not cover unborn children because the law only applies to children after birth.,"[""Burns v. Alcala""]",,1,Supported
"Governments may deny benefits based on household composition to prevent fraud, but such denials must rationally advance that goal and cannot be based on arbitrary distinctions.","[""United States Department of Agriculture v. Moreno""]",,0,Refuted
Government limits on the total amount of campaign contributions are not the only effective means to prevent election corruption.,"[""McCutcheon v. Federal Election Commission""]",,0,Refuted
"Debt restructuring agreements involving existing debts are considered to substantially involve interstate commerce, and the Federal Arbitration Act applies to disputes about them.","[""Citizens Bank v. Alafabco, Inc.""]",,0,Refuted
"An inventor's prior contractual assignment of patent rights is not automatically invalidated by a subsequent claim of ownership by their employer or a funding recipient, such as a university or the federal government.","[""Board of Trustees of the Leland Stanford Junior University v. Roche Molecular Systems, Inc.""]",,0,Refuted
The amount of evidence needed to have probable cause for an arrest is lower than what is required to convict someone in court.,"[""Draper v. United States""]",,1,Supported
Signing a document that allows a bank to release financial records does not violate the Fifth Amendment because it does not require sharing any facts about the person's accounts.,"[""Doe v. United States""]",,1,Supported
Hospitals are permitted to transfer patients with emergency medical conditions even if the patient is not fully stabilized.,"[""No. 97-53 Roberts v. Galen of Virginia, Inc.""]",,0,Refuted
"Expenses that benefit multiple products, such as R&D or executive salaries, must be shared among all relevant products for tax purposes.","[""Boeing Company v. United States""]",,1,Supported
Civil courts cannot determine church property ownership by interpreting religious doctrine.,"[""Presbyterian Church in United States v. Mary Elizabeth Blue Hull Memorial Presbyterian Church""]",,1,Supported
Courts are not permitted to excuse a missed legal deadline simply because an attorney has abandoned a client's case.,"[""Maples v. Thomas""]",,0,Refuted
State agencies can sue state officials in federal court to stop them from violating federal law through injunctions.,"[""Virginia Office for Protection and Advocacy v. Stewart""]",,1,Supported
"States can tax companies for the right to do business within the state, even if all their business is across state lines.","[""Colonial Pipeline Company v. Traigle""]",,1,Supported
Federal labor law coverage for an individual as an 'employee' does not require direct payment by the company where the work is performed.,"[""National Labor Relations Board v. Town & Country Electric, Inc.""]",,0,Refuted
The government doesn't have to assume public school teachers in religious schools will promote religion without evidence.,"[""Agostini v. Felton""]",,1,Supported
Private citizens can sue to determine if a voting change requires federal approval before taking effect.,"[""Allen v. State Board of Elections""]",,1,Supported
The Equal Protection Clause does not require all public schools to receive exactly the same amount of funding.,"[""San Antonio Independent School District v. Rodriguez""]",,1,Supported
"A sitting President does not have absolute immunity from civil lawsuits, even for actions that occurred before taking office.","[""Clinton v. Jones""]",,0,Refuted
Private event organizers can exclude groups whose views they don't support.,"[""Hurley v. Irish-American Gay, Lesbian and Bisexual Group of Boston, Inc.""]",,1,Supported
States are immune from lawsuits in the courts of other states.,"[""Franchise Tax Board of California v. Hyatt""]",,0,Refuted
"For tax purposes, stock is treated as equivalent to money remuneration.","[""Wisconsin Central Ltd. v. United States""]",,0,Refuted
"Compensation is based on the land's fair market value at the time of taking, considering current and permissible uses.","[""United States v. Virginia Electric & Power Company""]",,1,Supported
"Disability laws require that individuals seeking admission to programs receiving federal funds must meet all program requirements despite their disability, and programs are not required to make substantial changes to their requirements to accommodate those with disabilities.","[""Southeastern Community College v. Davis""]",,0,Refuted
Tribal courts do not have authority over disputes involving land owned by non-Indians.,"[""Plains Commerce Bank v. Long Family Land & Cattle Co.""]",,1,Supported
States cannot tax income earned in other states at a higher rate than income earned within the state.,"[""Comptroller of the Treasury of Maryland v. Wynne""]",,1,Supported
Creating a political committee does not forfeit First Amendment rights regarding independent political spending.,"[""Federal Election Commission v. National Conservative Political Action Committee""]",,0,Refuted
"Incidental costs from a government decision, like higher traffic management expenses, aren't fraud unless the deception was directly targeting those costs.","[""Kelly v. United States""]",,1,Supported
A party can have legal standing to challenge a law even if the alleged harm is caused by parts of the law other than the specific provision being challenged.,"[""California v. Texas""]",,0,Refuted
"Requiring government employees to get approval before publishing information, even if it concerns past agency activities, does violate their First Amendment rights, as the government's interest in maintaining secrecy does not outweigh an individual's right to free speech and public access to information about government operations.","[""Snepp v. United States""]",,0,Refuted
A conviction under this law does not require proof that the explosives were used to commit the felony.,"[""United States v. Ressam""]",,1,Supported
"Abortion laws must include exceptions to protect a woman's health, not just her life.","[""Stenberg v. Carhart""]",,1,Supported
Government agencies can keep internal discussions secret to allow officials to talk openly about policy options.,"[""U.S. Fish and Wildlife Service v. Sierra Club""]",,1,Supported
Employers cannot fire someone for being gay.,"[""R.G. & G.R. Harris Funeral Homes Inc. v. Equal Employment Opportunity Commission""]",,1,Supported
A state drug conviction does not lead to deportation if federal law would classify the same conduct as a misdemeanor.,"[""Moncrieffe v. Holder""]",,1,Supported
States cannot require out-of-state businesses to collect sales tax unless the business has a physical location in the state.,"[""Quill Corporation v. North Dakota""]",,1,Supported
A government denial of a benefit or exemption must state its reasons for legal enforcement to be valid.,"[""Clay v. United States""]",,0,Refuted
Separate colleges for different races in higher education are illegal because they cannot provide equal quality.,"[""Sweatt v. Painter""]",,1,Supported
Federal law is unconstitutional when it permits a district court to decide a motion based on a magistrate judge's findings if the motion's resolution depends on evaluating witness credibility.,"[""United States v. Raddatz""]",,0,Refuted
"To convict someone of bank fraud under the Bank Fraud Act of 1984, the government must prove the person intended to deceive a financial institution and that the bank was the primary target and victim of the fraudulent scheme, suffering a direct financial loss as a result.","[""Loughrin v. United States"", ""Shaw v. United States""]",,0,Refuted
A regulatory agency may not repeatedly suspend trading of a company's stock based on the same initial reasons without demonstrating new circumstances justifying each suspension.,"[""Securities and Exchange Commission v. Sloan""]",,0,Refuted
Federal law preempts state rules that prohibit class action waivers in arbitration agreements.,"[""AT&T Mobility LLC v. Concepcion""]",,0,Refuted
Government officials who testify in court or grand jury proceedings have the same legal protection as other witnesses.,"[""Rehberg v. Paulk""]",,1,Supported
States can pass laws to stop speech that causes immediate violence.,"[""Chaplinsky v. New Hampshire""]",,1,Supported
The government cannot make federal funding dependent on an organization agreeing with a specific political stance.,"[""Agency for International Development v. Alliance for Open Society International""]",,1,Supported
Prisons may restrict religious practices based on security concerns even if less restrictive alternatives are available.,"[""Holt v. Hobbs"", ""O'lone v. Estate Of Shabazz""]",,0,Refuted
The time between filing a pretrial motion and its resolution is counted toward the deadline for starting the trial under the Speedy Trial Act.,"[""United States  v. Tinklenberg""]",,0,Refuted
"The National Park Service can only regulate activities on land owned by the federal government, even if that land is inside a national park.","[""Sturgeon v. Frost""]",,1,Supported
"Police can enter a home without a warrant when chasing someone for a serious crime, but not for minor offenses unless there's an immediate danger.","[""Lange v. California""]",Collins v. Virginia,2,Overruled
A defendant can be tried without a determination of their competence to understand the proceedings or assist in their defense.,"[""Dusky v. United States""]",,0,Refuted
The Webb-Pomerene Act's exemption for export trade does not apply when the U.S. government is paying for and controlling the sale of goods.,"[""United States v. Concentrated Phosphate Export Assn., Inc.""]",,1,Supported
State law grace periods for filing paperwork do not extend the 20-day deadline for the exception.,"[""Fidelity Financial Services, Inc. v. Fink""]",,1,Supported
"If a statute's intent is unclear, a regulatory agency's reasonable interpretation of that statute is controlling, even if it conflicts with a party's preferred interpretation.","[""Household Credit Services, Inc. v. Pfennig""]",,0,Refuted
States may not use election rules to favor or disfavor candidates based on their stance on legislative issues.,"[""Cook v. Gralike""]",,1,Supported
"To receive money under the federal Privacy Act for a privacy violation, a person must prove they were actually harmed.","[""Doe v. Chao""]",,1,Supported
Debts from fraud or defalcation while acting as a fiduciary cannot be wiped out in Chapter 7 bankruptcy.,"[""Bullock v. BankChampaign""]",,1,Supported
The First Amendment does not protect intentional lies about how donations will be used.,"[""Illinois ex rel. Madigan v. Telemarketing Associates, Inc.""]",,1,Supported
It is illegal for employers to assume that women with young children are less reliable or committed than men with young children when making hiring decisions.,"[""Phillips v. Martin Marietta Corporation""]",,1,Supported
The federal deposit insurance program does not cover standby letters of credit because they do not involve funds that the bank holds for safekeeping.,"[""Federal Deposit Insurance Corporation v. Philadelphia Gear Corporation""]",,1,Supported
"Courts of appeals can review EPA pollution regulations as a whole, not just specific permits.","[""E. I. du Pont de Nemours & Company v. Train""]",National Association of Manufacturers v. Department of Defense,2,Overruled
"It is illegal to trade stocks using confidential information that you were entrusted to keep secret from the source, even if the information is about a different company.","[""United States v. O'Hagan""]",Dirks v. Securities and Exchange Commission,2,Overruled
Outdoor advertising rules must not treat business messages more favorably than other messages.,"[""Metromedia, Inc. v. City of San Diego""]",,1,Supported
"Congress can legally request financial records from banks during investigations related to the enforcement of laws, even if those investigations target groups expressing dissenting political viewpoints.","[""Eastland v. United States Servicemen's Fund""]",,0,Refuted
"Disability benefits are determined by an individual's physical condition, and cannot be modified solely based on an increase in earning capacity.","[""Metropolitan Stevedore Company v. Rambo""]",,0,Refuted
The Foreign Sovereign Immunities Act does not protect individuals acting on behalf of a foreign government from being sued.,"[""Samantar v. Yousuf""]",,1,Supported
"Courts will generally uphold an arbitrator's interpretation of a contract, even if that interpretation is later found to be incorrect.","[""Oxford Health Plans v. Sutter""]",,0,Refuted
"Evidence of prior crimes is admissible if it is relevant, even without a prior ruling establishing the defendant committed those crimes.","[""Huddleston v. United States""]",,0,Refuted
Co-conspirators are not required to pay for each other's gains; each person is only responsible for what they individually made.,"[""Honeycutt v. United States""]",,1,Supported
"Laws requiring parental involvement in a minor's abortion decision, even with a judicial bypass, protect a minor's right to privacy.","[""Bellotti v. Baird""]",,0,Refuted
Government contractors cannot recover legal costs from the government for third-party claims unless the contract explicitly includes provisions for warranty of specifications or indemnification covering such costs.,"[""Hercules Inc. v. United States""]",,0,Refuted
"Civil property forfeiture does not constitute punishment for the purposes of the Fifth Amendment's double jeopardy clause, even when imposed alongside criminal penalties for the same offense.","[""United States v. Ursery""]",,0,Refuted
A state may tax the profit from the sale of a company division even if that division operates with a degree of independence from its parent company.,"[""MeadWestvaco Corp. v. Illinois Department of Revenue""]",,0,Refuted
"A defendant's decision to accept a plea bargain, even with potential immigration consequences like deportation, does not automatically demonstrate their legal counsel was ineffective.","[""Lee v. United States""]",,0,Refuted
A law that only exists to harm a group by denying them legal protections is unconstitutional.,"[""Romer v. Evans""]",,1,Supported
"Attorneys may not be disciplined by the state for providing legal information and offering free legal assistance through a non-profit organization, even if no financial gain is sought.","[""In re Primus""]",,0,Refuted
Each state has its own rules about whether life insurance proceeds can be taken to pay federal taxes.,"[""Meyer v. United States""]",,1,Supported
"Religious objections may be considered differently than other objections, and this differing consideration does not automatically mean unfair treatment.","[""Masterpiece Cakeshop, Ltd. v. Colorado Civil Rights Commission""]",,0,Refuted
"Laws must apply equally to all genders, even if the harms addressed by the law affect genders differently.","[""Michael M. v. Superior Court of Sonoma County""]",,0,Refuted
"Agencies are entitled to deference when interpreting their own regulations, even if the interpretation is not directly within the agency's technical expertise.","[""Kisor v. Wilkie""]",,0,Refuted
Rent control laws that address housing shortages are allowed if they are a reasonable way to solve the problem.,"[""Pennell v. City of San Jose""]",,1,Supported
Defendants are not required to prove the significance of mitigating factors; the court will consider all presented information when determining punishment.,"[""Walton v. Arizona""]",,0,Refuted
"Such laws must target the action, not the message it conveys.","[""United States v. O'Brien""]",,1,Supported
"Police are prohibited from entering a home without a warrant, even when witnessing apparent criminal activity, unless there is an objectively reasonable basis to believe someone inside is facing serious injury or death.","[""Brigham City v. Stuart""]",,0,Refuted
A jury made up of only one gender is allowed if the state's rules permit it.,"[""Hoyt v. Florida""]",,1,Supported
States can impose higher penalties for defamation of private matters without the same requirements as for public speech.,"[""Dun & Bradstreet, Inc. v. Greenmoss Builders, Inc.""]",,1,Supported
Equal sharing of damages in maritime cases only happens when both parties share the same level of fault or fault can't be measured.,"[""United States v. Reliable Transfer Company, Inc.""]",,1,Supported
"A statement expressing intent to harm is always a true threat under the law, regardless of context or how it is received.","[""Watts v. United States""]",,0,Refuted
"Whether a regulation is a taking depends on how severely it limits property rights, not on how well it works to solve a problem.","[""Lingle v. Chevron U. S. A. Inc.""]",Nollan v. California Coastal Commission,2,Overruled
"A man can establish parental rights to a child born during another man's marriage, even if he is the biological father, only if he does so before the presumptive father has established a legal relationship with the child.","[""Michael H. v. Gerald D.""]",,0,Refuted
"When imposing sanctions for misconduct, courts may only award an amount that compensates for the fees directly caused by that misconduct, and cannot exceed such compensation.","[""Goodyear Tire v. Haeger""]",,0,Refuted
Federal law does not allow individuals to sue states to enforce overall compliance with federal child support program standards under Title IV-D.,"[""Blessing v. Freestone""]",,0,Refuted
The government cannot require individuals to pay for advertising they disagree with if the program's main purpose is solely to fund that advertising.,"[""United States v. United Foods, Inc.""]","Glickman v. Wileman Brothers & Elliott, Inc.",2,Overruled
"Federal law grants candidates for federal office a right to purchase reasonable amounts of broadcast airtime, and authorizes the Federal Communications Commission to determine if broadcasters are meeting this obligation.","[""CBS, Inc. v. Federal Communications Commission""]",,0,Refuted
The Supreme Court can send a case back to a lower court to prevent different courts from making conflicting decisions on the same issue.,"[""Lawrence v. Chater""]",,1,Supported
State laws that don't favor local companies over those from other states don't break the Constitution's rules about trade between states.,"[""Exxon Corporation v. Governor of Maryland""]","Oregon Waste Systems, Inc. v. Oregon Department of Environmental Quality; West Lynn Creamery, Inc. v. Healy",2,Overruled
A dismissal of a Federal Tort Claims Act claim for failure to state a valid claim counts as a judgment on the merits that blocks future lawsuits about the same incident under other laws.,"[""Brownback v. King""]",Johnson v. City of Shelby; South Central Bell Telephone Company v. Alabama,2,Overruled
Suing in court to dispute withheld wages is a fair process under the law.,"[""Lujan v. G & G Fire Sprinklers, Inc.""]",,1,Supported
"The Fourth Amendment does not require a warrant for a search of a vehicle if police officers have probable cause to believe it contains evidence of a crime, even if the vehicle is located on private property.","[""California v. Carney"", ""Collins v. Virginia""]",,0,Refuted
"A person who only assigns daily tasks but cannot hire, fire, or demote is not considered a supervisor under the law for harassment liability.","[""Vance v. Ball State University""]",,1,Supported
"Individuals who are not direct parties to a contract can successfully sue under 42 U.S.C. Section 1981 if they demonstrate personal harm resulting from the contract's discriminatory termination, as the law is intended to broadly address racial discrimination regardless of contractual involvement.","[""Domino's Pizza, Inc. v. McDonald""]",,0,Refuted
A court order requiring parties to use arbitration instead of court can be appealed right away under federal law.,"[""Green Tree Financial Corporation-Alabama v. Randolph""]",,1,Supported
A conspiracy to prevent someone from traveling between states violates federal law.,"[""United States v. Guest""]",,0,Refuted
"In capital cases, expert testimony predicting future dangerousness is admissible even if the expert has not personally examined the defendant.","[""Barefoot v. Estelle""]",,0,Refuted
Prisons do not have to prove that no other methods could achieve the same goal without restricting religious practices.,"[""O'lone v. Estate Of Shabazz""]",Holt v. Hobbs,2,Overruled
"Competent, terminally ill adults do not have a constitutional right to assisted suicide.","[""Washington v. Glucksberg""]",,0,Refuted
"When a utility charges separately for electricity and its delivery to retail customers, the Federal Energy Regulatory Commission can require that utility to let competitors use its transmission lines under the same terms as its own electricity.","[""New York v. Federal Energy Regulatory Commission""]",,1,Supported
Laws that require a second doctor for abortions after a certain stage of pregnancy are unconstitutional if they increase health risks or delays for the mother.,"[""Thornburgh v. American College of Obstetricians and Gynecologists""]",,1,Supported
"Police cannot search closed containers in a vehicle without a warrant, even if they think the container has something illegal.","[""Robbins v. California""]",California v. Acevedo; Florida v. Jimeno; New York v. Belton; Wyoming v. Houghton,2,Overruled
A search cannot be justified as serving public health if its true purpose is criminal investigation.,"[""Ferguson v. City of Charleston""]",,1,Supported
"Governments may not prohibit the display of signs expressing views from private property, including homes, simply to maintain community aesthetics.","[""City of Ladue v. Gilleo""]",,0,Refuted
Expressive conduct is not fully protected by the First Amendment when it occurs in establishments licensed to serve alcohol and can be subject to state regulation.,"[""California v. LaRue""]",,0,Refuted
Evidence of a juror's racial bias can be used to prove the jury was not impartial if the bias was severe and directly affected the verdict.,"[""Pena-Rodriguez v. Colorado""]",,1,Supported
"If plan managers lie to employees about benefits to save company money, this violates ERISA.","[""Varity Corporation v. Howe""]",,1,Supported
Prison officials do not have unrestricted authority to open and read all incoming and outgoing prisoner mail.,"[""Procunier v. Martinez""]",,0,Refuted
Government services that aren't open to the public like stores may have different rules about discrimination.,"[""Fulton v. City of Philadelphia""]",,1,Supported
